15.0,15.0,321.63194591576
16.0,14.0,320.8912004565338
17.0,13.0,320.13941057238935
18.0,12.0,319.4101499236019
19.0,11.0,318.73624637401605
20.0,10.0,318.14812113015984
21.0,9.0,317.6722506753618
22.0,8.0,317.3298312356162
23.0,7.0,317.13569759665194
24.0,6.0,317.09751449349733
25.0,5.0,317.2152227950647
26.0,4.0,317.48068838598545
27.0,4.0,317.20082072521114
28.0,4.0,317.00706912681426
29.0,4.0,316.87453930698786
30.0,4.0,316.77317063238684
31.0,4.0,316.7028221802088
32.0,4.0,316.6937932445564
33.0,4.0,316.77217313941026
34.0,4.0,316.9526031187204
35.0,4.0,317.2400352635709
36.0,5.0,317.1214957113283
37.0,6.0,317.188172858624
38.0,7.0,317.41190782574165
39.0,8.0,317.74864835424296
40.0,9.0,318.1433325452326
41.0,10.0,318.5359997583743
42.0,11.0,318.8683901142007
42.0,12.0,318.74899263552084
42.0,13.0,318.70221459665015
42.0,14.0,318.7273599864301
43.0,15.0,318.8846227101727
44.0,16.0,318.8643150015646
45.0,17.0,318.66967081216853
45.0,18.0,318.65078714982883
46.0,19.0,318.2770636055218
47.0,20.0,317.80873149935536
47.0,21.0,317.8044486824273
47.0,22.0,317.8496949496806
47.0,23.0,317.93731961383224
47.0,24.0,318.05929379358065
47.0,25.0,318.2071846725928
47.0,26.0,318.37270814087185
47.0,27.0,318.5483598185066
47.0,28.0,318.7281244618021
48.0,29.0,318.35650284204326
49.0,30.0,318.1012166989235
50.0,31.0,317.9617398762727
51.0,32.0,317.9214096139952
52.0,33.0,317.96271302150853
53.0,34.0,318.0694071231566
53.0,35.0,318.06468065083493
52.0,36.0,317.9279231263923
51.0,37.0,317.8106643081089
50.0,38.0,317.70591092069174
49.0,39.0,317.6060276323706
48.0,40.0,317.5038661381787
47.0,41.0,317.3939520147437
46.0,42.0,317.2735387400637
45.0,43.0,317.14337295389214
44.0,44.0,317.0080606321655
45.0,45.0,316.1406001733588
